uid,source,region,cost
988,smm,orel,25500
989,cpc_direct,ekb,46800
990,cpc_adwords,ekb,24600
991,cpc_direct,volgograd,36100
992,smm,volgograd,23200
993,cpc_direct,spb,33800
994,cpc_direct,ekb,25200
995,seo,ekb,27000
996,cpc_adwords,volgograd,46700
997,smm,vladimir,22200
998,smm,volgograd,48000
999,cpc_adwords,moscow,48600
1000,smm,orel,48100
1001,smm,vladimir,41600
1002,smm,moscow,41000
1003,seo,spb,43100
1004,seo,spb,27200
1005,cpc_adwords,volgograd,25400
1006,seo,spb,30900
1007,cpc_direct,ekb,46000
1008,seo,orel,32200
1009,smm,moscow,36200
1010,seo,vladimir,20800
1011,cpc_adwords,vladimir,42100
1012,seo,ekb,32200
1013,cpc_adwords,volgograd,34200
1014,seo,volgograd,30000
1015,smm,spb,22200
1016,smm,volgograd,36100
1017,cpc_direct,ekb,34800
1018,cpc_adwords,moscow,33800
1019,smm,spb,39200
1020,cpc_direct,volgograd,21400
1021,cpc_adwords,orel,48200
1022,cpc_direct,orel,43900
1023,cpc_direct,spb,43800
1024,seo,orel,23700
1025,cpc_adwords,moscow,41200
1026,cpc_direct,vladimir,20700
1027,cpc_adwords,volgograd,40200
1028,smm,ekb,32000
1029,cpc_adwords,moscow,35900
1030,seo,volgograd,44600
1031,cpc_adwords,vladimir,34000
1032,cpc_adwords,moscow,21300
1033,smm,ekb,43800
1034,cpc_adwords,spb,43600
1035,cpc_direct,spb,34600
1036,smm,orel,34200
1037,smm,vladimir,41600
1038,smm,vladimir,27700
1039,cpc_adwords,spb,32000
1040,seo,vladimir,23900
1041,cpc_adwords,spb,25100
1042,cpc_direct,spb,35400
1043,seo,moscow,28800
1044,seo,ekb,32700
1045,cpc_direct,spb,20100
1046,smm,ekb,38300
1047,seo,ekb,44600
1048,cpc_adwords,spb,44900
1049,cpc_adwords,moscow,35900
1050,cpc_direct,vladimir,33500
1051,cpc_direct,orel,26200
1052,seo,spb,30600
1053,cpc_adwords,moscow,30700
1054,smm,spb,48700
1055,cpc_direct,ekb,34900
1056,cpc_direct,moscow,21700
1057,cpc_adwords,moscow,35900
1058,cpc_direct,volgograd,25300
1059,cpc_adwords,spb,47900
1060,seo,spb,23500
1061,smm,spb,42700
1062,smm,spb,20600
1063,cpc_direct,volgograd,23200
1064,cpc_direct,ekb,46600
1065,cpc_adwords,spb,21900
1066,cpc_adwords,volgograd,42200
1067,cpc_direct,volgograd,24800
1068,cpc_adwords,orel,45900
1069,cpc_adwords,orel,29700
1070,cpc_adwords,volgograd,43200
1071,smm,volgograd,45900
1072,cpc_adwords,spb,48600
1073,cpc_adwords,vladimir,38900
1074,seo,orel,37500
1075,cpc_direct,moscow,31600
1076,smm,volgograd,31900
1077,cpc_direct,vladimir,39200
1078,seo,orel,22500
1079,cpc_adwords,moscow,24400
1080,cpc_adwords,spb,45500
1081,smm,ekb,39200
1082,cpc_adwords,spb,48000
1083,smm,spb,47100
1084,cpc_adwords,volgograd,38900
1085,seo,ekb,28800
1086,cpc_direct,moscow,31100
1087,cpc_adwords,spb,26500
1088,seo,spb,43000
1089,seo,ekb,41800
1090,smm,orel,40600
1091,seo,vladimir,25400
1092,smm,moscow,39000
1093,cpc_direct,spb,44300
1094,cpc_adwords,spb,27200
1095,smm,orel,23400
1096,cpc_adwords,volgograd,24300
1097,smm,ekb,31400
1098,cpc_adwords,spb,48500
1099,smm,volgograd,20900
1100,smm,orel,23500
1101,cpc_adwords,ekb,30300
1102,cpc_direct,ekb,37400
1103,seo,vladimir,32800
1104,cpc_direct,ekb,27500
1105,smm,ekb,33300
1106,cpc_adwords,spb,43000
1107,cpc_direct,volgograd,22900
1108,smm,ekb,30200
1109,cpc_adwords,volgograd,48800
1110,cpc_direct,vladimir,37500
1111,cpc_direct,vladimir,36000
1112,cpc_direct,moscow,42200
1113,smm,spb,29800
1114,seo,volgograd,41100
1115,smm,moscow,39000
1116,cpc_adwords,vladimir,42500
1117,seo,spb,28900
1118,smm,orel,39400
1119,cpc_adwords,vladimir,32500
1120,seo,moscow,42200
1121,seo,orel,49700
1122,cpc_adwords,vladimir,29400
1123,cpc_direct,orel,39300
1124,smm,volgograd,46200
1125,cpc_direct,orel,47900
1126,seo,volgograd,25600
1127,cpc_direct,volgograd,27500
1128,cpc_direct,spb,21000
1129,cpc_direct,moscow,49600
1130,seo,spb,39600
1131,cpc_direct,ekb,44400
1132,seo,spb,28400
1133,cpc_adwords,volgograd,43100
1134,smm,vladimir,42700
1135,cpc_direct,orel,29100
1136,seo,orel,28400
1137,cpc_direct,moscow,25400
1138,seo,ekb,30800
1139,seo,spb,44100
1140,smm,spb,38300
1141,cpc_adwords,volgograd,28200
1142,smm,spb,20100
1143,cpc_direct,vladimir,46200
1144,seo,ekb,32500
1145,smm,orel,47800
1146,seo,spb,20500
1147,seo,ekb,45000
1148,cpc_direct,volgograd,48700
1149,smm,orel,30400
1150,cpc_adwords,spb,32200
1151,cpc_adwords,moscow,28300
1152,cpc_adwords,orel,40400
1153,cpc_adwords,ekb,42400
1154,smm,vladimir,42100
1155,smm,orel,40100
1156,cpc_adwords,spb,25100
1157,cpc_direct,moscow,25400
1158,smm,ekb,44000
1159,cpc_adwords,ekb,25300
1160,seo,spb,46600
1161,seo,spb,47600
1162,smm,orel,26500
1163,seo,vladimir,30700
1164,cpc_adwords,ekb,46000
1165,cpc_adwords,volgograd,32600
1166,cpc_direct,orel,22300
1167,cpc_direct,volgograd,40300
1168,cpc_direct,vladimir,46500
1169,cpc_adwords,spb,32400
1170,smm,orel,43200
1171,cpc_direct,spb,32500
1172,seo,volgograd,23100
1173,seo,ekb,31000
1174,smm,volgograd,40700
1175,smm,vladimir,20200
1176,cpc_direct,ekb,30300
1177,smm,spb,23200
1178,smm,vladimir,49300
1179,cpc_direct,orel,28000
1180,smm,orel,23700
1181,seo,spb,26000
1182,cpc_direct,ekb,41600
1183,seo,ekb,43800
1184,cpc_adwords,moscow,28600
1185,cpc_direct,volgograd,28100
1186,smm,volgograd,49100
1187,seo,volgograd,23500
1188,cpc_adwords,volgograd,38200
1189,cpc_adwords,moscow,29700
1190,smm,volgograd,41500
1191,cpc_direct,orel,23400
1192,seo,ekb,20500
1193,cpc_adwords,orel,40800
1194,cpc_adwords,volgograd,39000
1195,smm,orel,38100
1196,seo,orel,27500
1197,cpc_adwords,orel,31200
1198,smm,vladimir,36900
1199,smm,moscow,47500
1200,smm,moscow,31600
1201,smm,spb,48300
1202,smm,ekb,22000
1203,cpc_adwords,ekb,46900
1204,smm,orel,42000
1205,cpc_adwords,spb,35100
1206,seo,volgograd,20500
1207,cpc_direct,spb,35000
1208,cpc_adwords,spb,34900
1209,seo,volgograd,40600
1210,cpc_direct,orel,24400
1211,cpc_adwords,vladimir,22200
1212,cpc_direct,vladimir,29300
1213,seo,moscow,48100
1214,cpc_adwords,orel,42600
1215,cpc_adwords,spb,22400
1216,seo,moscow,29700
1217,smm,moscow,20400
1218,seo,orel,22600
1219,cpc_adwords,volgograd,48800
1220,cpc_adwords,ekb,38100
1221,smm,volgograd,47900
1222,seo,ekb,20600
1223,cpc_direct,orel,41500
1224,cpc_direct,moscow,46500
1225,smm,orel,25300
1226,cpc_direct,ekb,28300
1227,smm,volgograd,41400
1228,smm,volgograd,30200
1229,seo,spb,39900
1230,seo,volgograd,28000
1231,seo,spb,21200
1232,cpc_adwords,vladimir,44400
1233,cpc_direct,volgograd,28000
1234,cpc_direct,ekb,44300
1235,cpc_adwords,ekb,48400
1236,seo,spb,23900
1237,cpc_adwords,volgograd,40000
1238,smm,ekb,27900
1239,seo,ekb,39200
1240,smm,orel,38600
1241,seo,orel,39300
1242,seo,volgograd,34200
1243,seo,vladimir,21900
1244,cpc_adwords,spb,34800
1245,smm,ekb,43100
1246,cpc_direct,moscow,40900
1247,cpc_direct,moscow,49400
1248,cpc_adwords,spb,47800
1249,smm,spb,25900
1250,cpc_adwords,volgograd,24900
1251,smm,vladimir,24100
1252,cpc_adwords,ekb,42400
1253,seo,volgograd,43000
1254,smm,orel,26200
1255,cpc_adwords,volgograd,26700
1256,cpc_direct,ekb,31900
1257,cpc_adwords,orel,43400
1258,seo,moscow,48000
1259,cpc_adwords,vladimir,35800
1260,seo,ekb,33800
1261,smm,spb,26300
1262,seo,vladimir,29100
1263,cpc_direct,orel,32400
1264,seo,vladimir,28600
1265,cpc_adwords,orel,29000
1266,smm,moscow,23600
1267,cpc_direct,spb,20500
1268,cpc_adwords,volgograd,38500
1269,cpc_adwords,ekb,22000
1270,smm,spb,40900
1271,cpc_adwords,spb,41600
1272,smm,orel,41600
1273,smm,volgograd,32000
1274,cpc_adwords,ekb,31400
1275,cpc_adwords,vladimir,27900
1276,cpc_direct,vladimir,38900
1277,cpc_adwords,spb,24000
1278,smm,vladimir,47800
1279,seo,ekb,45800
1280,cpc_adwords,volgograd,24100
1281,cpc_direct,spb,40100
1282,seo,volgograd,33700
1283,cpc_adwords,spb,40400
1284,smm,moscow,46600
1285,cpc_adwords,orel,33000
1286,seo,ekb,32200
1287,cpc_adwords,ekb,45700
1288,cpc_adwords,spb,37600
1289,smm,orel,44900
1290,cpc_adwords,moscow,20600
1291,smm,ekb,26500
1292,smm,vladimir,35200
1293,smm,spb,20600
1294,cpc_direct,ekb,24800
1295,smm,moscow,40600
1296,smm,orel,42300
1297,cpc_direct,spb,30400
1298,seo,ekb,20300
1299,seo,orel,36900
1300,cpc_direct,spb,32100
1301,seo,volgograd,47000
1302,seo,moscow,47900
1303,seo,spb,36000
1304,seo,orel,44200
1305,smm,ekb,30900
1306,cpc_adwords,volgograd,25300
1307,seo,moscow,41700
1308,cpc_direct,ekb,47100
1309,cpc_adwords,orel,49100
1310,cpc_adwords,vladimir,32500
1311,seo,spb,41400
1312,seo,spb,42200
1313,seo,spb,49800
1314,cpc_adwords,orel,45800
1315,seo,volgograd,21800
1316,cpc_direct,volgograd,34100
1317,cpc_direct,volgograd,26600
1318,cpc_adwords,vladimir,46000
1319,cpc_adwords,orel,33200
1320,smm,vladimir,33300
1321,smm,vladimir,27600
1322,cpc_direct,volgograd,24200
1323,cpc_adwords,moscow,26500
1324,smm,orel,30300
1325,seo,volgograd,38600
1326,smm,orel,26600
1327,cpc_direct,ekb,20600
1328,seo,moscow,44600
1329,cpc_direct,ekb,29300
1330,seo,moscow,48200
1331,cpc_direct,volgograd,34400
1332,cpc_adwords,volgograd,22000
1333,cpc_adwords,vladimir,30000
1334,cpc_adwords,orel,35900
1335,cpc_direct,volgograd,25100
1336,cpc_adwords,ekb,46500
1337,cpc_adwords,orel,41300
1338,seo,ekb,40600
1339,seo,moscow,36600
1340,cpc_adwords,spb,27900
1341,cpc_adwords,vladimir,28800
1342,cpc_adwords,orel,32200
1343,smm,volgograd,34600
1344,seo,ekb,29000
1345,seo,orel,43500
1346,smm,ekb,38300
1347,smm,ekb,44300
1348,cpc_adwords,ekb,23700
1349,seo,moscow,27200
1350,smm,volgograd,40500
1351,smm,spb,29500
1352,smm,orel,21300
1353,cpc_adwords,volgograd,34200
1354,smm,volgograd,44300
1355,smm,volgograd,31900
1356,cpc_direct,moscow,33500
1357,cpc_direct,volgograd,42000
1358,seo,ekb,36700
1359,smm,spb,36200
1360,cpc_direct,volgograd,22300
1361,cpc_direct,vladimir,25200
1362,cpc_direct,vladimir,39500
1363,cpc_direct,volgograd,46500
1364,smm,orel,27500
1365,seo,moscow,43200
1366,seo,ekb,46000
1367,seo,orel,20300
1368,cpc_adwords,vladimir,25800
1369,smm,vladimir,31800
1370,cpc_adwords,moscow,23600
1371,smm,moscow,27100
1372,cpc_direct,volgograd,26200
1373,cpc_adwords,vladimir,20900
1374,seo,vladimir,29500
1375,seo,moscow,39500
1376,smm,orel,34000
1377,cpc_adwords,spb,29600
1378,smm,orel,26400
1379,seo,volgograd,30800
1380,cpc_adwords,volgograd,35000
1381,cpc_direct,spb,44200
1382,smm,orel,43300
1383,seo,moscow,34100
1384,cpc_adwords,orel,47700
1385,cpc_direct,ekb,36900
1386,smm,orel,34100
1387,smm,vladimir,34400
1388,cpc_adwords,ekb,44900
1389,cpc_adwords,volgograd,26900
1390,smm,vladimir,49400
1391,smm,orel,20600
1392,smm,moscow,32100
1393,cpc_adwords,orel,41500
1394,smm,vladimir,26700
1395,smm,spb,22000
1396,seo,orel,38900
1397,seo,orel,30500
1398,cpc_adwords,vladimir,26400
1399,cpc_direct,spb,49900
1400,seo,volgograd,41500
1401,smm,orel,33900
1402,smm,moscow,26800
1403,seo,vladimir,24800
1404,smm,vladimir,43400
1405,seo,moscow,21600
1406,cpc_direct,orel,47400
1407,cpc_adwords,orel,20900
1408,seo,vladimir,36100
1409,seo,moscow,31300
1410,smm,volgograd,40100
1411,cpc_direct,orel,25500
1412,cpc_direct,volgograd,30600
1413,seo,moscow,21800
1414,seo,orel,23400
1415,smm,ekb,48100
1416,cpc_adwords,orel,40600
1417,cpc_direct,ekb,40000
1418,smm,ekb,43000
1419,smm,ekb,41700
1420,seo,vladimir,24500
1421,cpc_direct,spb,29700
1422,smm,volgograd,29100
1423,smm,ekb,45900
1424,smm,spb,41100
1425,smm,volgograd,34500
1426,smm,moscow,32500
1427,cpc_adwords,vladimir,43000
1428,cpc_adwords,vladimir,23600
1429,cpc_adwords,volgograd,40300
1430,cpc_adwords,volgograd,23200
1431,seo,spb,24500
1432,cpc_direct,ekb,47100
1433,cpc_direct,vladimir,37000
1434,seo,spb,39800
1435,seo,spb,32700
1436,cpc_adwords,orel,46100
1437,cpc_direct,volgograd,35500
1438,seo,moscow,41500
1439,cpc_direct,moscow,46800
1440,smm,moscow,27800
1441,cpc_adwords,vladimir,29700
1442,seo,ekb,46600
1443,cpc_direct,orel,24000
1444,cpc_direct,ekb,46400
1445,cpc_direct,ekb,45200
1446,cpc_adwords,volgograd,25700
1447,cpc_adwords,volgograd,32600
1448,seo,vladimir,46400
1449,seo,volgograd,39200
1450,cpc_adwords,spb,20900
1451,cpc_adwords,orel,44800
1452,cpc_adwords,ekb,24500
1453,cpc_adwords,vladimir,49800
1454,cpc_adwords,spb,48000
1455,smm,vladimir,28200
1456,cpc_adwords,ekb,45000
1457,seo,orel,20100
1458,cpc_direct,spb,26800
1459,smm,volgograd,38100
1460,seo,ekb,30500
1461,seo,moscow,45600
1462,cpc_direct,ekb,48000
1463,seo,ekb,30400
1464,cpc_adwords,volgograd,40100
1465,seo,moscow,42400
1466,cpc_direct,volgograd,38800
1467,seo,volgograd,46500
1468,smm,ekb,41700
1469,cpc_direct,spb,31800
1470,cpc_direct,orel,40300
1471,seo,orel,27900
1472,cpc_adwords,orel,46800
1473,cpc_direct,volgograd,34000
1474,seo,vladimir,31900
1475,cpc_adwords,spb,21600
1476,cpc_adwords,moscow,29300
1477,seo,volgograd,44500
1478,smm,volgograd,42800
1479,seo,volgograd,26400
1480,smm,volgograd,23100
1481,smm,volgograd,49000
1482,seo,orel,21800
1483,cpc_adwords,volgograd,23700
1484,cpc_direct,vladimir,28400
1485,cpc_direct,vladimir,40300
1486,smm,orel,37900
1487,smm,spb,42500
1488,cpc_direct,volgograd,43100
1489,seo,ekb,27800
1490,smm,volgograd,41300
1491,cpc_adwords,spb,45900
1492,cpc_direct,volgograd,30900
1493,seo,vladimir,41300
1494,seo,vladimir,44000
1495,cpc_adwords,vladimir,29700
1496,seo,vladimir,39600
1497,seo,orel,34000
1498,smm,volgograd,43000
1499,cpc_adwords,volgograd,33400
1500,smm,moscow,41700
1501,cpc_adwords,volgograd,29600
1502,seo,orel,22600
1503,seo,volgograd,35700
1504,seo,moscow,34800
1505,cpc_adwords,orel,39300
1506,cpc_direct,volgograd,29000
1507,seo,vladimir,39700
1508,smm,vladimir,42400
1509,cpc_adwords,spb,45800
1510,cpc_direct,moscow,44200
1511,cpc_adwords,spb,29400
1512,cpc_adwords,ekb,32100
1513,seo,spb,47500
1514,seo,vladimir,23400
1515,smm,moscow,49900
1516,smm,moscow,38300
1517,cpc_direct,vladimir,26200
1518,cpc_adwords,ekb,32900
1519,cpc_direct,ekb,42600
1520,cpc_adwords,volgograd,21500
1521,cpc_direct,volgograd,32500
1522,cpc_adwords,orel,21500
1523,cpc_direct,volgograd,33400
1524,cpc_direct,spb,37600
1525,seo,ekb,29500
1526,cpc_direct,volgograd,38800
1527,cpc_direct,spb,48200
1528,cpc_direct,spb,40800
1529,cpc_adwords,vladimir,47200
1530,cpc_adwords,orel,28100
1531,cpc_adwords,moscow,39100
1532,cpc_adwords,ekb,32300
1533,cpc_adwords,moscow,39200
1534,cpc_adwords,spb,42200
1535,cpc_adwords,spb,26300
1536,cpc_adwords,volgograd,35000
1537,smm,moscow,22300
1538,cpc_direct,ekb,33700
1539,smm,spb,38100
1540,cpc_direct,moscow,27000
1541,cpc_direct,moscow,40100
1542,smm,orel,43200
1543,smm,vladimir,44900
1544,cpc_adwords,ekb,45500
1545,seo,moscow,48400
1546,cpc_direct,vladimir,25400
1547,seo,moscow,36200
1548,cpc_direct,orel,49100
1549,cpc_adwords,volgograd,20600
1550,cpc_direct,orel,27300
1551,cpc_adwords,spb,40500
1552,smm,volgograd,33900
1553,smm,ekb,43100
1554,cpc_adwords,vladimir,47100
1555,cpc_direct,volgograd,24000
1556,cpc_adwords,volgograd,20800
1557,seo,moscow,41900
1558,cpc_adwords,orel,35100
1559,cpc_direct,volgograd,41400
1560,smm,orel,37200
1561,cpc_adwords,vladimir,33900
1562,seo,volgograd,28900
1563,cpc_direct,vladimir,30800
1564,smm,vladimir,42800
1565,cpc_adwords,volgograd,41700
1566,smm,orel,30500
1567,smm,moscow,23900
1568,cpc_adwords,spb,35600
1569,cpc_direct,volgograd,33800
1570,cpc_adwords,spb,48000
1571,seo,orel,46900
1572,smm,ekb,23600
1573,smm,spb,39700
1574,smm,ekb,21200
1575,smm,spb,38600
1576,seo,vladimir,33100
1577,cpc_direct,spb,30900
1578,cpc_direct,spb,34300
1579,smm,spb,35100
1580,cpc_adwords,spb,30800
1581,cpc_adwords,ekb,37000
1582,seo,spb,22100
1583,cpc_direct,moscow,22000
1584,seo,volgograd,48500
1585,cpc_adwords,volgograd,49600
1586,cpc_direct,spb,47700
1587,cpc_direct,volgograd,21500
1588,cpc_direct,orel,42900
1589,seo,spb,49600
1590,seo,moscow,28700
1591,cpc_adwords,ekb,37000
1592,seo,moscow,20600
1593,seo,vladimir,37500
1594,smm,moscow,37200
1595,seo,moscow,49700
1596,seo,moscow,41300
1597,smm,volgograd,35700
1598,seo,vladimir,26600
1599,cpc_direct,spb,39900
1600,smm,volgograd,31500
1601,cpc_direct,spb,29000
1602,cpc_adwords,ekb,41200
1603,cpc_adwords,moscow,34000
1604,cpc_adwords,volgograd,38800
1605,seo,spb,21700
1606,cpc_adwords,moscow,40000
1607,cpc_adwords,moscow,25500
1608,cpc_direct,vladimir,25600
1609,seo,orel,26900
1610,seo,spb,26400
1611,smm,volgograd,33200
1612,cpc_adwords,volgograd,37800
1613,seo,volgograd,20300
1614,seo,vladimir,48800
1615,smm,vladimir,21200
1616,cpc_direct,ekb,44300
1617,seo,volgograd,37100
1618,smm,volgograd,39000
1619,cpc_direct,ekb,32100
1620,smm,orel,38600
1621,seo,spb,31000
1622,cpc_adwords,volgograd,34000
1623,smm,spb,45700
1624,cpc_adwords,ekb,48600
1625,seo,spb,42100
1626,cpc_adwords,ekb,28800
1627,cpc_direct,spb,38900
1628,cpc_direct,ekb,47600
1629,seo,vladimir,32100
1630,seo,moscow,24400
1631,seo,spb,30500
1632,cpc_direct,spb,33900
1633,smm,vladimir,35500
1634,cpc_direct,volgograd,37900
1635,cpc_adwords,spb,21600
1636,cpc_adwords,spb,40800
1637,seo,moscow,29500
1638,cpc_direct,moscow,29900
1639,cpc_direct,spb,44000
1640,smm,orel,35800
1641,smm,moscow,35800
1642,cpc_adwords,spb,38400
1643,cpc_direct,volgograd,24600
1644,cpc_direct,spb,25900
1645,cpc_direct,volgograd,25100
1646,seo,orel,20100
1647,smm,orel,20400
1648,seo,moscow,23600
1649,seo,spb,37200
1650,smm,orel,34000
1651,smm,vladimir,34200
1652,cpc_adwords,spb,24900
1653,seo,ekb,46700
1654,smm,orel,27200
1655,seo,spb,39100
1656,seo,spb,48600
1657,cpc_direct,moscow,42500
1658,smm,orel,27700
1659,seo,spb,40700
1660,smm,orel,44500
1661,seo,spb,25700
1662,cpc_adwords,vladimir,38000
1663,cpc_direct,volgograd,41800
1664,seo,orel,26600
1665,smm,vladimir,28800
1666,seo,spb,34400
1667,cpc_direct,ekb,28900
1668,seo,vladimir,21500
1669,cpc_adwords,vladimir,41400
1670,seo,moscow,38200
1671,cpc_direct,ekb,47800
1672,smm,spb,46900
1673,cpc_adwords,spb,36300
1674,cpc_direct,spb,24300
1675,smm,vladimir,30600
1676,seo,orel,36700
1677,seo,vladimir,41400
1678,smm,vladimir,39400
1679,seo,ekb,39700
1680,cpc_direct,orel,32800
1681,seo,vladimir,37200
1682,cpc_direct,volgograd,22700
1683,cpc_direct,orel,45600
1684,cpc_direct,orel,46900
1685,cpc_adwords,orel,21800
1686,smm,volgograd,47100
1687,cpc_adwords,vladimir,25100
1688,smm,moscow,21100
1689,seo,vladimir,29200
1690,cpc_adwords,volgograd,27400
1691,seo,ekb,39900
1692,cpc_adwords,ekb,45700
1693,cpc_adwords,volgograd,34700
1694,cpc_direct,spb,23700
1695,smm,ekb,31700
1696,smm,moscow,20200
1697,smm,vladimir,24600
1698,cpc_direct,orel,41700
1699,seo,spb,23000
1700,cpc_adwords,ekb,37700
1701,cpc_direct,moscow,27100
1702,smm,moscow,31900
1703,cpc_direct,spb,44800
1704,cpc_adwords,vladimir,38700
1705,smm,orel,36500
1706,seo,spb,21500
1707,cpc_adwords,vladimir,37600
1708,seo,volgograd,29800
1709,seo,moscow,37200
1710,seo,orel,26100
1711,seo,moscow,22500
1712,cpc_adwords,vladimir,39800
1713,cpc_adwords,vladimir,46800
1714,seo,moscow,49900
1715,smm,volgograd,47800
1716,cpc_direct,ekb,41600
1717,cpc_direct,spb,46600
1718,cpc_direct,spb,32400
1719,smm,vladimir,41300
1720,seo,vladimir,38900
1721,cpc_adwords,orel,42300
1722,smm,spb,39700
1723,seo,vladimir,25700
1724,cpc_adwords,volgograd,21300
1725,smm,moscow,27400
1726,seo,volgograd,20200
1727,seo,spb,30300
1728,cpc_adwords,ekb,24100
1729,seo,spb,29900
1730,seo,spb,46300
1731,cpc_direct,orel,27700
1732,seo,moscow,47200
1733,cpc_direct,spb,41300
1734,seo,ekb,40700
1735,smm,ekb,34400
1736,cpc_adwords,vladimir,21300
1737,smm,vladimir,41300
1738,cpc_direct,volgograd,23200
1739,smm,volgograd,32100
1740,smm,ekb,22100
1741,cpc_direct,volgograd,39900
1742,smm,ekb,40000
1743,seo,vladimir,29700
1744,cpc_adwords,orel,29800
1745,cpc_direct,orel,21800
1746,seo,ekb,28600
1747,cpc_direct,volgograd,37800
1748,seo,spb,39400
1749,cpc_direct,ekb,22900
1750,cpc_direct,volgograd,28200
1751,smm,vladimir,34800
1752,cpc_direct,vladimir,44300
1753,cpc_adwords,vladimir,22100
1754,cpc_direct,ekb,31600
1755,seo,volgograd,30400
1756,seo,ekb,41900
1757,smm,vladimir,37200
1758,seo,spb,26200
1759,cpc_adwords,moscow,36800
1760,smm,volgograd,25000
1761,seo,vladimir,30200
1762,smm,vladimir,39000
1763,smm,vladimir,28800
1764,seo,spb,25000
1765,seo,volgograd,24900
1766,seo,orel,35700
1767,seo,vladimir,41300
1768,smm,volgograd,45900
1769,smm,moscow,26300
1770,cpc_adwords,moscow,38600
1771,smm,orel,43800
1772,seo,orel,24800
1773,cpc_direct,volgograd,43900
1774,smm,orel,42300
1775,cpc_direct,vladimir,20200
1776,smm,vladimir,48300
1777,cpc_direct,ekb,36300
1778,smm,spb,43700
1779,smm,volgograd,28500
1780,seo,orel,43100
1781,smm,vladimir,40600
1782,seo,vladimir,38700
1783,cpc_direct,moscow,20700
1784,seo,volgograd,44500
1785,cpc_adwords,spb,28300
1786,smm,orel,49100
1787,cpc_adwords,spb,25900
1788,cpc_adwords,ekb,38000
1789,cpc_direct,vladimir,43600
1790,cpc_direct,moscow,34900
1791,cpc_adwords,moscow,44800
1792,cpc_adwords,orel,34300
1793,cpc_direct,spb,45200
1794,cpc_adwords,ekb,20400
1795,cpc_adwords,spb,37500
1796,smm,moscow,25800
1797,seo,orel,34200
1798,cpc_direct,volgograd,26500
1799,seo,volgograd,37600
1800,smm,volgograd,43300
1801,cpc_adwords,ekb,41300
1802,smm,spb,40900
1803,smm,orel,45300
1804,smm,volgograd,48000
1805,seo,ekb,46700
1806,seo,moscow,23900
1807,seo,moscow,30300
1808,smm,moscow,40900
1809,smm,moscow,41200
1810,cpc_adwords,vladimir,30100
1811,cpc_adwords,volgograd,25000
1812,cpc_direct,orel,34100
1813,cpc_adwords,vladimir,38900
1814,smm,ekb,37400
1815,smm,spb,37800
1816,cpc_adwords,ekb,43200
1817,cpc_direct,ekb,45000
1818,seo,moscow,48700
1819,cpc_adwords,moscow,37500
1820,smm,moscow,49600
1821,cpc_direct,ekb,42500
1822,seo,orel,46900
1823,cpc_direct,spb,44200
1824,cpc_adwords,volgograd,21800
1825,cpc_direct,spb,41300
1826,cpc_adwords,moscow,44900
1827,smm,orel,41400
1828,smm,volgograd,43700
1829,cpc_adwords,vladimir,26800
1830,seo,volgograd,45700
1831,cpc_adwords,volgograd,21500
1832,cpc_adwords,vladimir,30100
1833,seo,volgograd,48600
1834,seo,volgograd,42300
1835,cpc_adwords,vladimir,40000
1836,cpc_adwords,ekb,22400
1837,smm,orel,31500
1838,seo,orel,22400
1839,smm,volgograd,28700
1840,smm,spb,32000
1841,seo,vladimir,21200
1842,cpc_adwords,ekb,31200
1843,seo,orel,39500
1844,seo,spb,46200
1845,seo,volgograd,47000
1846,cpc_direct,vladimir,46000
1847,smm,orel,20700
1848,cpc_direct,moscow,40700
1849,smm,orel,34900
1850,cpc_adwords,ekb,36600
1851,cpc_adwords,orel,25400
1852,cpc_direct,volgograd,30800
1853,smm,moscow,32300
1854,smm,spb,29700
1855,cpc_direct,ekb,31500
1856,cpc_direct,spb,37700
1857,smm,moscow,32300
1858,cpc_adwords,ekb,30500
1859,cpc_direct,spb,22600
1860,smm,spb,29900
1861,cpc_adwords,ekb,45300
1862,cpc_adwords,orel,49900
1863,seo,volgograd,44900
1864,cpc_adwords,vladimir,22300
1865,cpc_adwords,orel,41100
1866,cpc_adwords,spb,26900
1867,cpc_direct,ekb,37400
1868,smm,vladimir,29400
1869,cpc_adwords,moscow,48400
1870,cpc_direct,moscow,25200
1871,cpc_adwords,volgograd,21300
1872,smm,spb,39800
1873,smm,vladimir,38900
1874,seo,vladimir,42600
1875,smm,spb,22900
1876,cpc_adwords,ekb,36800
1877,seo,spb,41500
1878,seo,spb,38900
1879,cpc_direct,moscow,41600
1880,cpc_adwords,spb,41500
1881,cpc_direct,vladimir,29900
1882,seo,spb,35000
1883,cpc_adwords,spb,44100
1884,cpc_direct,spb,23900
1885,cpc_adwords,orel,39300
1886,smm,vladimir,35900
1887,cpc_adwords,orel,27000
1888,seo,moscow,41500
1889,seo,ekb,37200
1890,smm,moscow,28200
1891,cpc_direct,moscow,44000
1892,cpc_adwords,moscow,38200
1893,seo,spb,49000
1894,cpc_adwords,spb,40000
1895,cpc_adwords,volgograd,36500
1896,cpc_adwords,ekb,46500
1897,cpc_direct,volgograd,47100
1898,cpc_direct,vladimir,41100
1899,smm,spb,35500
1900,seo,volgograd,27200
1901,smm,vladimir,32200
1902,smm,moscow,30700
1903,seo,ekb,41800
1904,cpc_adwords,volgograd,29200
1905,cpc_adwords,volgograd,45800
1906,cpc_adwords,orel,44400
