uid,date,event_type,price,cogs
1323,3/27/20,visit,,
1323,3/27/20,visit,,
1323,3/27/20,purchase,195200,121024
1323,3/26/20,visit,,
1374,3/26/20,visit,,
1374,3/27/20,visit,,
1374,3/22/20,visit,,
1374,3/23/20,visit,,
1374,3/23/20,purchase,135500,63685
1374,3/24/20,visit,,
1374,3/22/20,visit,,
1374,3/24/20,visit,,
1374,3/27/20,visit,,
1357,3/24/20,visit,,
1357,3/27/20,visit,,
1357,3/26/20,visit,,
1357,3/23/20,visit,,
1357,3/23/20,purchase,32200,14168
1357,3/23/20,visit,,
1357,3/24/20,visit,,
1357,3/27/20,visit,,
1357,3/25/20,visit,,
1343,3/23/20,visit,,
1343,3/27/20,visit,,
1389,3/26/20,visit,,
1389,3/26/20,visit,,
1389,3/22/20,visit,,
1389,3/22/20,visit,,
1389,3/22/20,visit,,
1389,3/22/20,purchase,30000,8700
1389,3/26/20,visit,,
1389,3/26/20,purchase,146100,83277
1389,3/23/20,visit,,
1478,3/26/20,visit,,
1478,3/27/20,visit,,
1478,3/27/20,purchase,28400,19880
1478,3/24/20,visit,,
1318,3/28/20,visit,,
1318,3/26/20,visit,,
1318,3/28/20,visit,,
1318,3/23/20,visit,,
1318,3/22/20,visit,,
1456,3/24/20,visit,,
1456,3/24/20,purchase,89400,57216
1456,3/25/20,visit,,
1456,3/27/20,visit,,
1456,3/25/20,visit,,
1411,3/27/20,visit,,
1411,3/28/20,visit,,
1366,3/25/20,visit,,
1366,3/27/20,visit,,
1366,3/23/20,visit,,
1366,3/23/20,visit,,
1366,3/25/20,visit,,
1366,3/24/20,visit,,
1366,3/23/20,visit,,
1384,3/28/20,visit,,
1384,3/28/20,purchase,99200,50592
1384,3/22/20,visit,,
1384,3/25/20,visit,,
1505,3/28/20,visit,,
1505,3/28/20,purchase,62600,35682
1505,3/22/20,visit,,
1436,3/22/20,visit,,
1436,3/23/20,visit,,
1436,3/23/20,purchase,74700,49302
1436,3/25/20,visit,,
1436,3/22/20,visit,,
1331,3/24/20,visit,,
1331,3/24/20,purchase,135900,46206
1331,3/23/20,visit,,
1331,3/28/20,visit,,
1331,3/28/20,purchase,73400,30094
1331,3/27/20,visit,,
1331,3/28/20,visit,,
1331,3/23/20,visit,,
1331,3/23/20,purchase,151700,66748
1418,3/27/20,visit,,
1418,3/27/20,purchase,76100,21308
1418,3/26/20,visit,,
1418,3/23/20,visit,,
1576,3/28/20,visit,,
1576,3/28/20,purchase,86000,43860
1576,3/28/20,visit,,
1576,3/27/20,visit,,
1576,3/27/20,visit,,
1576,3/22/20,visit,,
1576,3/22/20,purchase,13800,5520
1627,3/28/20,visit,,
1627,3/23/20,visit,,
1627,3/28/20,visit,,
1627,3/28/20,purchase,61100,25051
1627,3/24/20,visit,,
1627,3/24/20,visit,,
1627,3/25/20,visit,,
1627,3/25/20,purchase,76500,42840
1627,3/27/20,visit,,
1627,3/24/20,visit,,
1629,3/26/20,visit,,
1629,3/26/20,visit,,
1629,3/28/20,visit,,
1629,3/27/20,visit,,
1629,3/27/20,purchase,15300,8415
1659,3/25/20,visit,,
1659,3/23/20,visit,,
1659,3/24/20,visit,,
1659,3/24/20,visit,,
1659,3/27/20,visit,,
1659,3/23/20,visit,,
1659,3/27/20,visit,,
1592,3/26/20,visit,,
1592,3/26/20,purchase,227000,99880
1550,3/27/20,visit,,
1673,3/26/20,visit,,
1673,3/27/20,visit,,
1673,3/28/20,visit,,
1673,3/28/20,visit,,
1673,3/28/20,purchase,105500,78070
1673,3/22/20,visit,,
1573,3/24/20,visit,,
1573,3/25/20,visit,,
1573,3/26/20,visit,,
1573,3/23/20,visit,,
1573,3/22/20,visit,,
1573,3/24/20,visit,,
1512,3/24/20,visit,,
1347,3/28/20,visit,,
1347,3/23/20,visit,,
1347,3/25/20,visit,,
1347,3/28/20,visit,,
1347,3/25/20,visit,,
1347,3/28/20,visit,,
1347,3/28/20,purchase,54600,28392
1347,3/23/20,visit,,
1487,3/22/20,visit,,
1487,3/24/20,visit,,
1487,3/26/20,visit,,
1487,3/27/20,visit,,
1487,3/27/20,purchase,12500,7375
1487,3/28/20,visit,,
1473,3/23/20,visit,,
1473,3/25/20,visit,,
1473,3/25/20,purchase,109500,75555
1473,3/22/20,visit,,
1473,3/22/20,purchase,14800,7104
1473,3/23/20,visit,,
1522,3/26/20,visit,,
1522,3/23/20,visit,,
1522,3/22/20,visit,,
1522,3/23/20,visit,,
1522,3/24/20,visit,,
1522,3/22/20,visit,,
1522,3/22/20,purchase,25000,17250
1522,3/26/20,visit,,
1522,3/26/20,purchase,38500,11165
1522,3/25/20,visit,,
1555,3/26/20,visit,,
1555,3/26/20,purchase,62200,22392
1555,3/22/20,visit,,
1555,3/26/20,visit,,
1555,3/27/20,visit,,
1555,3/22/20,visit,,
1555,3/24/20,visit,,
1555,3/24/20,purchase,73400,34498
1555,3/22/20,visit,,
1555,3/23/20,visit,,
1555,3/25/20,visit,,
1555,3/25/20,purchase,87000,58290
1334,3/25/20,visit,,
1334,3/24/20,visit,,
1334,3/28/20,visit,,
1409,3/24/20,visit,,
1409,3/27/20,visit,,
1409,3/22/20,visit,,
1409,3/22/20,purchase,173700,107694
1409,3/27/20,visit,,
1409,3/23/20,visit,,
1409,3/27/20,visit,,
1539,3/25/20,visit,,
1539,3/25/20,purchase,78500,30615
1539,3/23/20,visit,,
1539,3/23/20,visit,,
1539,3/23/20,purchase,57500,41975
1539,3/25/20,visit,,
1539,3/27/20,visit,,
1539,3/22/20,visit,,
1539,3/26/20,visit,,
1539,3/26/20,visit,,
1408,3/23/20,visit,,
1408,3/23/20,purchase,124600,36134
1408,3/25/20,visit,,
1408,3/26/20,visit,,
1408,3/28/20,visit,,
1408,3/23/20,visit,,
1408,3/26/20,visit,,
1408,3/27/20,visit,,
1408,3/26/20,visit,,
1408,3/23/20,visit,,
1437,3/27/20,visit,,
1437,3/25/20,visit,,
1437,3/24/20,visit,,
1662,3/22/20,visit,,
1662,3/27/20,visit,,
1662,3/27/20,visit,,
1662,3/22/20,visit,,
1662,3/24/20,visit,,
1488,3/27/20,visit,,
1488,3/26/20,visit,,
1488,3/26/20,purchase,83600,44308
1488,3/23/20,visit,,
1488,3/23/20,purchase,77900,44403
1488,3/23/20,visit,,
1488,3/25/20,visit,,
1488,3/24/20,visit,,
1625,3/26/20,visit,,
1625,3/26/20,visit,,
1625,3/24/20,visit,,
1625,3/23/20,visit,,
1625,3/25/20,visit,,
1625,3/28/20,visit,,
1625,3/27/20,visit,,
1625,3/27/20,purchase,38400,21504
1625,3/28/20,visit,,
1625,3/24/20,visit,,
1583,3/25/20,visit,,
1583,3/24/20,visit,,
1583,3/24/20,purchase,166800,70056
1583,3/22/20,visit,,
1583,3/28/20,visit,,
1583,3/26/20,visit,,
1583,3/24/20,visit,,
1583,3/25/20,visit,,
1429,3/23/20,visit,,
1429,3/25/20,visit,,
1429,3/25/20,purchase,144100,47553
1429,3/22/20,visit,,
1429,3/22/20,purchase,144000,96480
1429,3/26/20,visit,,
1429,3/24/20,visit,,
1429,3/27/20,visit,,
1424,3/24/20,visit,,
1424,3/23/20,visit,,
1424,3/25/20,visit,,
1424,3/27/20,visit,,
1424,3/27/20,visit,,
1424,3/27/20,purchase,80900,23461
1424,3/22/20,visit,,
1424,3/27/20,visit,,
1424,3/27/20,purchase,136300,35438
1424,3/28/20,visit,,
1424,3/28/20,visit,,
1575,3/25/20,visit,,
1575,3/25/20,purchase,74400,40176
1575,3/22/20,visit,,
1575,3/24/20,visit,,
1575,3/22/20,visit,,
1575,3/22/20,purchase,22100,5967
1619,3/24/20,visit,,
1619,3/22/20,visit,,
1619,3/22/20,visit,,
1463,3/28/20,visit,,
1463,3/25/20,visit,,
1463,3/26/20,visit,,
1463,3/22/20,visit,,
1463,3/22/20,purchase,196000,105840
1335,3/25/20,visit,,
1335,3/28/20,visit,,
1335,3/28/20,visit,,
1335,3/28/20,purchase,120600,49446
1335,3/25/20,visit,,
1335,3/28/20,visit,,
1335,3/24/20,visit,,
1335,3/22/20,visit,,
1335,3/22/20,purchase,40800,20400
1335,3/26/20,visit,,
1335,3/23/20,visit,,
1335,3/23/20,purchase,58100,15687
1378,3/25/20,visit,,
1378,3/22/20,visit,,
1378,3/22/20,visit,,
1378,3/22/20,purchase,74100,30381
1378,3/23/20,visit,,
1378,3/23/20,purchase,18800,9776
1378,3/28/20,visit,,
1378,3/28/20,purchase,64600,39406
1645,3/24/20,visit,,
1645,3/26/20,visit,,
1645,3/26/20,purchase,62000,29760
1645,3/25/20,visit,,
1645,3/28/20,visit,,
1634,3/27/20,visit,,
1634,3/26/20,visit,,
1634,3/26/20,purchase,45200,20792
1634,3/22/20,visit,,
1377,3/23/20,visit,,
1377,3/23/20,purchase,26900,20175
1377,3/22/20,visit,,
1377,3/23/20,visit,,
1377,3/27/20,visit,,
1377,3/22/20,visit,,
1669,3/23/20,visit,,
1669,3/26/20,visit,,
1669,3/26/20,purchase,22800,17328
1507,3/27/20,visit,,
1507,3/25/20,visit,,
1507,3/23/20,visit,,
1507,3/22/20,visit,,
1507,3/22/20,purchase,106000,33920
1507,3/24/20,visit,,
1507,3/24/20,visit,,
1507,3/27/20,visit,,
1507,3/23/20,visit,,
1563,3/25/20,visit,,
1563,3/23/20,visit,,
1563,3/27/20,visit,,
1563,3/22/20,visit,,
1563,3/28/20,visit,,
1563,3/26/20,visit,,
1630,3/25/20,visit,,
1630,3/25/20,visit,,
1630,3/25/20,purchase,103900,30131
1630,3/24/20,visit,,
1630,3/26/20,visit,,
1630,3/26/20,purchase,58700,33459
1630,3/27/20,visit,,
1630,3/27/20,visit,,
1630,3/27/20,visit,,
1630,3/26/20,visit,,
1530,3/23/20,visit,,
1530,3/27/20,visit,,
1530,3/25/20,visit,,
1530,3/27/20,visit,,
1310,3/25/20,visit,,
1310,3/27/20,visit,,
1310,3/27/20,purchase,85200,50268
1310,3/24/20,visit,,
1310,3/25/20,visit,,
1310,3/27/20,visit,,
1310,3/28/20,visit,,
1310,3/26/20,visit,,
1310,3/22/20,visit,,
1310,3/22/20,purchase,119200,61984
1353,3/23/20,visit,,
1353,3/23/20,purchase,135700,97704
1353,3/27/20,visit,,
1353,3/28/20,visit,,
1486,3/28/20,visit,,
1486,3/28/20,purchase,35000,12600
1371,3/26/20,visit,,
1371,3/27/20,visit,,
1371,3/27/20,visit,,
1371,3/27/20,purchase,122600,93176
1405,3/28/20,visit,,
1405,3/27/20,visit,,
1405,3/24/20,visit,,
1405,3/24/20,purchase,95600,47800
1405,3/27/20,visit,,
1405,3/27/20,purchase,50500,34340
1464,3/27/20,visit,,
1464,3/26/20,visit,,
1464,3/23/20,visit,,
1464,3/23/20,purchase,101500,25375
1464,3/25/20,visit,,
1464,3/25/20,purchase,97900,61677
1464,3/26/20,visit,,
1464,3/26/20,purchase,38000,22800
1464,3/28/20,visit,,
1464,3/22/20,visit,,
1464,3/23/20,visit,,
1464,3/25/20,visit,,
1407,3/27/20,visit,,
1407,3/22/20,visit,,
1407,3/28/20,visit,,
1407,3/24/20,visit,,
1407,3/22/20,visit,,
1407,3/26/20,visit,,
1407,3/23/20,visit,,
1407,3/23/20,purchase,53800,31742
1407,3/27/20,visit,,
1375,3/23/20,visit,,
1375,3/26/20,visit,,
1375,3/25/20,visit,,
1375,3/28/20,visit,,
1375,3/28/20,purchase,73000,48180
1375,3/24/20,visit,,
1375,3/22/20,visit,,
1375,3/28/20,visit,,
1320,3/25/20,visit,,
1320,3/25/20,purchase,96600,40572
1402,3/22/20,visit,,
1402,3/22/20,purchase,72500,35525
1402,3/28/20,visit,,
1420,3/26/20,visit,,
1420,3/27/20,visit,,
1417,3/24/20,visit,,
1417,3/26/20,visit,,
1417,3/26/20,visit,,
1417,3/23/20,visit,,
1417,3/27/20,visit,,
1417,3/25/20,visit,,
1417,3/24/20,visit,,
1417,3/24/20,purchase,15900,11289
1568,3/23/20,visit,,
1568,3/23/20,purchase,217700,143682
1568,3/27/20,visit,,
1568,3/24/20,visit,,
1568,3/27/20,visit,,
1568,3/27/20,visit,,
1568,3/27/20,visit,,
1401,3/25/20,visit,,
1401,3/25/20,purchase,93400,38294
1401,3/26/20,visit,,
1401,3/26/20,visit,,
1401,3/24/20,visit,,
1401,3/23/20,visit,,
1401,3/26/20,visit,,
1401,3/26/20,purchase,22000,5940
1401,3/25/20,visit,,
1401,3/22/20,visit,,
1494,3/24/20,visit,,
1494,3/25/20,visit,,
1494,3/22/20,visit,,
1494,3/26/20,visit,,
1494,3/25/20,visit,,
1322,3/23/20,visit,,
1322,3/26/20,visit,,
1322,3/23/20,visit,,
1322,3/24/20,visit,,
1322,3/25/20,visit,,
1322,3/25/20,purchase,31000,8680
1322,3/26/20,visit,,
1322,3/26/20,visit,,
1670,3/22/20,visit,,
1670,3/26/20,visit,,
1670,3/26/20,purchase,202500,50625
1670,3/23/20,visit,,
1670,3/22/20,visit,,
1670,3/28/20,visit,,
1670,3/25/20,visit,,
1670,3/22/20,visit,,
1670,3/28/20,visit,,
1599,3/24/20,visit,,
1599,3/25/20,visit,,
1599,3/25/20,visit,,
1599,3/26/20,visit,,
1599,3/26/20,visit,,
1599,3/28/20,visit,,
1599,3/23/20,visit,,
1593,3/22/20,visit,,
1593,3/25/20,visit,,
1593,3/22/20,visit,,
1593,3/22/20,visit,,
1593,3/23/20,visit,,
1593,3/24/20,visit,,
1593,3/26/20,visit,,
1593,3/28/20,visit,,
1385,3/27/20,visit,,
1385,3/24/20,visit,,
1385,3/24/20,purchase,60500,35695
1385,3/25/20,visit,,
1385,3/25/20,purchase,145200,56628
1385,3/26/20,visit,,
1385,3/26/20,visit,,
1385,3/26/20,visit,,
1385,3/24/20,visit,,
1385,3/24/20,visit,,
1338,3/23/20,visit,,
1338,3/28/20,visit,,
1609,3/22/20,visit,,
1609,3/28/20,visit,,
1609,3/25/20,visit,,
1609,3/26/20,visit,,
1609,3/26/20,visit,,
1518,3/22/20,visit,,
1518,3/25/20,visit,,
1518,3/27/20,visit,,
1518,3/25/20,visit,,
1518,3/24/20,visit,,
1518,3/24/20,visit,,
1518,3/28/20,visit,,
1518,3/28/20,purchase,139700,50292
1518,3/23/20,visit,,
1518,3/23/20,purchase,103600,51800
1518,3/27/20,visit,,
1433,3/28/20,visit,,
1433,3/25/20,visit,,
1433,3/25/20,visit,,
1433,3/26/20,visit,,
1433,3/22/20,visit,,
1462,3/23/20,visit,,
1462,3/23/20,purchase,125400,84018
1462,3/26/20,visit,,
1462,3/26/20,visit,,
1462,3/25/20,visit,,
1608,3/25/20,visit,,
1608,3/24/20,visit,,
1608,3/24/20,purchase,88000,42240
1608,3/22/20,visit,,
1608,3/27/20,visit,,
1608,3/28/20,visit,,
1608,3/26/20,visit,,
1444,3/26/20,visit,,
1444,3/27/20,visit,,
1444,3/22/20,visit,,
1444,3/23/20,visit,,
1444,3/23/20,purchase,156100,99904
1444,3/23/20,visit,,
1444,3/26/20,visit,,
1444,3/25/20,visit,,
1444,3/26/20,visit,,
1482,3/22/20,visit,,
1482,3/24/20,visit,,
1482,3/26/20,visit,,
1482,3/22/20,visit,,
1482,3/28/20,visit,,
1482,3/28/20,visit,,
1482,3/28/20,purchase,110700,50922
1648,3/24/20,visit,,
1648,3/22/20,visit,,
1648,3/27/20,visit,,
1648,3/28/20,visit,,
1648,3/23/20,visit,,
1648,3/23/20,purchase,181900,129149
1648,3/25/20,visit,,
1648,3/23/20,visit,,
1648,3/28/20,visit,,
1551,3/25/20,visit,,
1551,3/26/20,visit,,
1551,3/28/20,visit,,
1551,3/28/20,purchase,168400,112828
1551,3/26/20,visit,,
1551,3/26/20,purchase,57000,41610
1551,3/23/20,visit,,
1666,3/28/20,visit,,
1666,3/25/20,visit,,
1666,3/24/20,visit,,
1666,3/26/20,visit,,
1666,3/24/20,visit,,
1666,3/22/20,visit,,
1666,3/27/20,visit,,
1666,3/24/20,visit,,
1641,3/28/20,visit,,
1641,3/28/20,visit,,
1641,3/27/20,visit,,
1641,3/27/20,purchase,96100,59582
1641,3/22/20,visit,,
1641,3/22/20,purchase,75000,50250
1641,3/22/20,visit,,
1641,3/28/20,visit,,
1641,3/28/20,purchase,10700,3317
1641,3/22/20,visit,,
1641,3/27/20,visit,,
1641,3/25/20,visit,,
1529,3/27/20,visit,,
1529,3/25/20,visit,,
1529,3/25/20,purchase,123200,59136
1529,3/25/20,visit,,
1529,3/25/20,purchase,19600,11172
1529,3/24/20,visit,,
1529,3/27/20,visit,,
1529,3/26/20,visit,,
1529,3/25/20,visit,,
1529,3/25/20,purchase,140400,99684
1529,3/25/20,visit,,
1564,3/28/20,visit,,
1564,3/28/20,purchase,30900,14214
1564,3/26/20,visit,,
1564,3/26/20,purchase,63100,47956
1564,3/27/20,visit,,
1564,3/22/20,visit,,
1349,3/27/20,visit,,
1349,3/23/20,visit,,
1349,3/25/20,visit,,
1349,3/23/20,visit,,
1349,3/27/20,visit,,
1349,3/26/20,visit,,
1596,3/26/20,visit,,
1596,3/26/20,purchase,218000,122080
1394,3/23/20,visit,,
1394,3/23/20,purchase,83600,49324
1394,3/23/20,visit,,
1394,3/23/20,purchase,94700,28410
1394,3/25/20,visit,,
1394,3/27/20,visit,,
1394,3/24/20,visit,,
1394,3/24/20,purchase,84500,21970
1394,3/23/20,visit,,
1394,3/28/20,visit,,
1394,3/28/20,purchase,35200,20064
1394,3/24/20,visit,,
1360,3/23/20,visit,,
1360,3/23/20,purchase,9400,5734
1552,3/28/20,visit,,
1552,3/22/20,visit,,
1552,3/28/20,visit,,
1552,3/28/20,purchase,71000,48990
1552,3/26/20,visit,,
1552,3/22/20,visit,,
1552,3/28/20,visit,,
1626,3/28/20,visit,,
1626,3/22/20,visit,,
1626,3/24/20,visit,,
1626,3/23/20,visit,,
1626,3/23/20,purchase,47700,29097
1626,3/26/20,visit,,
1626,3/23/20,visit,,
1626,3/23/20,purchase,169400,99946
1319,3/22/20,visit,,
1319,3/27/20,visit,,
1577,3/26/20,visit,,
1577,3/24/20,visit,,
1577,3/26/20,visit,,
1501,3/24/20,visit,,
1501,3/22/20,visit,,
1501,3/27/20,visit,,
1501,3/27/20,purchase,86800,32116
1501,3/28/20,visit,,
1501,3/25/20,visit,,
1572,3/23/20,visit,,
1572,3/28/20,visit,,
1572,3/26/20,visit,,
1419,3/26/20,visit,,
1419,3/27/20,visit,,
1419,3/27/20,purchase,40600,27608
1419,3/22/20,visit,,
1419,3/27/20,visit,,
1419,3/27/20,visit,,
1419,3/22/20,visit,,
1419,3/23/20,visit,,
1419,3/23/20,purchase,10000,4300
1332,3/25/20,visit,,
1332,3/25/20,purchase,56700,26649
1332,3/24/20,visit,,
1332,3/22/20,visit,,
1332,3/27/20,visit,,
1332,3/24/20,visit,,
1332,3/25/20,visit,,
1380,3/22/20,visit,,
1380,3/22/20,purchase,43500,17400
1380,3/26/20,visit,,
1380,3/22/20,visit,,
1390,3/25/20,visit,,
1390,3/25/20,purchase,25700,19275
1390,3/26/20,visit,,
1390,3/28/20,visit,,
1390,3/28/20,purchase,95700,31581
1325,3/23/20,visit,,
1325,3/26/20,visit,,
1325,3/27/20,visit,,
1325,3/26/20,visit,,
1325,3/27/20,visit,,
1485,3/23/20,visit,,
1485,3/24/20,visit,,
1485,3/26/20,visit,,
1485,3/25/20,visit,,
1485,3/26/20,visit,,
1485,3/26/20,purchase,80500,49910
1485,3/22/20,visit,,
1485,3/27/20,visit,,
1485,3/23/20,visit,,
1485,3/28/20,visit,,
1412,3/27/20,visit,,
1412,3/24/20,visit,,
1412,3/22/20,visit,,
1313,3/27/20,visit,,
1313,3/22/20,visit,,
1313,3/22/20,visit,,
1313,3/27/20,visit,,
1313,3/26/20,visit,,
1313,3/26/20,purchase,213800,109038
1313,3/26/20,visit,,
1313,3/26/20,purchase,143100,91584
1523,3/24/20,visit,,
1523,3/24/20,purchase,137600,75680
1523,3/27/20,visit,,
1523,3/25/20,visit,,
1523,3/25/20,purchase,127000,86360
1523,3/22/20,visit,,
1523,3/25/20,visit,,
1523,3/26/20,visit,,
1523,3/23/20,visit,,
1523,3/23/20,purchase,67300,19517
1523,3/28/20,visit,,
1523,3/24/20,visit,,
1611,3/26/20,visit,,
1611,3/26/20,visit,,
1611,3/26/20,purchase,35200,26752
1611,3/23/20,visit,,
1611,3/23/20,visit,,
1611,3/28/20,visit,,
1611,3/22/20,visit,,
1489,3/24/20,visit,,
1489,3/28/20,visit,,
1489,3/23/20,visit,,
1489,3/23/20,purchase,206200,59798
1489,3/26/20,visit,,
1643,3/24/20,visit,,
1643,3/22/20,visit,,
1604,3/26/20,visit,,
1604,3/28/20,visit,,
1595,3/24/20,visit,,
1595,3/22/20,visit,,
1595,3/22/20,visit,,
1595,3/22/20,purchase,67200,30240
1595,3/27/20,visit,,
1595,3/22/20,visit,,
1595,3/22/20,purchase,99800,33932
1595,3/25/20,visit,,
1595,3/26/20,visit,,
1595,3/27/20,visit,,
1595,3/23/20,visit,,
1372,3/23/20,visit,,
1372,3/23/20,visit,,
1372,3/23/20,visit,,
1372,3/24/20,visit,,
1372,3/27/20,visit,,
1372,3/23/20,visit,,
1372,3/24/20,visit,,
1372,3/25/20,visit,,
1372,3/27/20,visit,,
1445,3/24/20,visit,,
1445,3/24/20,visit,,
1445,3/24/20,purchase,22900,6870
1637,3/24/20,visit,,
1637,3/24/20,purchase,203800,138584
1637,3/26/20,visit,,
1663,3/26/20,visit,,
1663,3/26/20,purchase,49700,32802
1388,3/22/20,visit,,
1388,3/26/20,visit,,
1388,3/27/20,visit,,
1388,3/27/20,visit,,
1388,3/25/20,visit,,
1388,3/25/20,purchase,82900,36476
1388,3/23/20,visit,,
1388,3/28/20,visit,,
1594,3/27/20,visit,,
1594,3/27/20,purchase,31200,10608
1348,3/27/20,visit,,
1348,3/23/20,visit,,
1348,3/23/20,purchase,49000,19110
1348,3/26/20,visit,,
1348,3/24/20,visit,,
1348,3/24/20,purchase,138000,70380
1348,3/25/20,visit,,
1548,3/25/20,visit,,
1548,3/25/20,visit,,
1205,3/24/20,visit,,
1205,3/24/20,visit,,
1205,3/26/20,visit,,
1205,3/24/20,visit,,
1205,3/24/20,visit,,
1205,3/24/20,purchase,117500,63450
1128,3/27/20,visit,,
1128,3/27/20,purchase,65000,21450
1128,3/23/20,visit,,
1128,3/23/20,visit,,
1128,3/28/20,visit,,
1128,3/27/20,visit,,
1128,3/27/20,purchase,152900,59631
1153,3/25/20,visit,,
1153,3/25/20,purchase,127400,64974
1153,3/26/20,visit,,
1153,3/23/20,visit,,
1153,3/26/20,visit,,
1153,3/28/20,visit,,
1153,3/25/20,visit,,
1153,3/25/20,purchase,157400,119624
1153,3/28/20,visit,,
1153,3/23/20,visit,,
1153,3/27/20,visit,,
1268,3/24/20,visit,,
1268,3/24/20,purchase,103900,62340
1268,3/27/20,visit,,
1268,3/24/20,visit,,
1268,3/28/20,visit,,
1029,3/26/20,visit,,
1029,3/25/20,visit,,
1029,3/28/20,visit,,
1029,3/24/20,visit,,
1243,3/28/20,visit,,
1243,3/28/20,visit,,
1243,3/28/20,purchase,63000,18270
1243,3/23/20,visit,,
1243,3/27/20,visit,,
1224,3/26/20,visit,,
1224,3/26/20,purchase,61000,39040
1224,3/24/20,visit,,
1224,3/24/20,visit,,
1001,3/24/20,visit,,
1001,3/23/20,visit,,
1001,3/23/20,purchase,103300,57848
1001,3/22/20,visit,,
1001,3/22/20,purchase,88400,27404
1001,3/26/20,visit,,
1001,3/22/20,visit,,
1001,3/26/20,visit,,
1001,3/27/20,visit,,
1077,3/25/20,visit,,
1077,3/25/20,purchase,74400,20088
1077,3/23/20,visit,,
1077,3/23/20,visit,,
1077,3/27/20,visit,,
1077,3/26/20,visit,,
1077,3/26/20,visit,,
1077,3/26/20,visit,,
1077,3/28/20,visit,,
954,3/27/20,visit,,
1195,3/25/20,visit,,
1195,3/28/20,visit,,
1237,3/26/20,visit,,
1237,3/22/20,visit,,
1237,3/22/20,purchase,48200,13496
1237,3/28/20,visit,,
1237,3/28/20,purchase,105400,77996
1237,3/23/20,visit,,
1237,3/22/20,visit,,
1237,3/27/20,visit,,
1237,3/27/20,purchase,51000,14790
1237,3/27/20,visit,,
1237,3/27/20,purchase,39000,22620
1237,3/26/20,visit,,
1237,3/26/20,purchase,110100,81474
1237,3/22/20,visit,,
1275,3/23/20,visit,,
1275,3/28/20,visit,,
1275,3/28/20,purchase,79100,41923
1275,3/22/20,visit,,
1275,3/27/20,visit,,
1275,3/27/20,purchase,114400,56056
1275,3/25/20,visit,,
1275,3/26/20,visit,,
1275,3/24/20,visit,,
1275,3/27/20,visit,,
1275,3/23/20,visit,,
1298,3/24/20,visit,,
1298,3/22/20,visit,,
1298,3/28/20,visit,,
1298,3/26/20,visit,,
1298,3/28/20,visit,,
1298,3/26/20,visit,,
1034,3/27/20,visit,,
1188,3/22/20,visit,,
1188,3/25/20,visit,,
1188,3/22/20,visit,,
1188,3/24/20,visit,,
1188,3/22/20,visit,,
1279,3/27/20,visit,,
1279,3/25/20,visit,,
1279,3/25/20,visit,,
1279,3/27/20,visit,,
1279,3/25/20,visit,,
1279,3/23/20,visit,,
1106,3/23/20,visit,,
1106,3/27/20,visit,,
1106,3/28/20,visit,,
1106,3/23/20,visit,,
1106,3/27/20,visit,,
1106,3/24/20,visit,,
1106,3/24/20,visit,,
1230,3/28/20,visit,,
1230,3/26/20,visit,,
1230,3/26/20,purchase,123900,44604
1230,3/23/20,visit,,
1230,3/27/20,visit,,
1230,3/23/20,visit,,
1230,3/27/20,visit,,
1230,3/28/20,visit,,
1230,3/27/20,visit,,
1230,3/27/20,purchase,109900,63742
1138,3/22/20,visit,,
1244,3/22/20,visit,,
1241,3/23/20,visit,,
1241,3/23/20,purchase,46900,31423
1241,3/25/20,visit,,
1241,3/26/20,visit,,
1241,3/24/20,visit,,
1241,3/24/20,purchase,69100,21421
1241,3/28/20,visit,,
1241,3/26/20,visit,,
1184,3/22/20,visit,,
1184,3/28/20,visit,,
1184,3/28/20,purchase,211100,120327
1245,3/23/20,visit,,
1245,3/24/20,visit,,
1245,3/25/20,visit,,
1245,3/25/20,purchase,59900,30549
1245,3/27/20,visit,,
1245,3/24/20,visit,,
1245,3/25/20,visit,,
1245,3/25/20,purchase,87800,21950
1245,3/26/20,visit,,
1245,3/22/20,visit,,
1047,3/22/20,visit,,
1047,3/27/20,visit,,
1047,3/27/20,purchase,153500,115125
1047,3/25/20,visit,,
1047,3/25/20,purchase,94800,63516
1047,3/27/20,visit,,
999,3/27/20,visit,,
999,3/24/20,visit,,
999,3/28/20,visit,,
999,3/28/20,purchase,209500,83800
999,3/24/20,visit,,
999,3/24/20,visit,,
999,3/24/20,purchase,142100,73892
999,3/27/20,visit,,
999,3/23/20,visit,,
999,3/23/20,purchase,112200,56100
999,3/24/20,visit,,
1201,3/26/20,visit,,
1201,3/28/20,visit,,
1201,3/28/20,visit,,
1150,3/23/20,visit,,
1150,3/23/20,purchase,141000,78960
1150,3/23/20,visit,,
1150,3/23/20,visit,,
1008,3/26/20,visit,,
1008,3/27/20,visit,,
1008,3/23/20,visit,,
1008,3/26/20,visit,,
1052,3/22/20,visit,,
1052,3/22/20,purchase,166800,45036
1052,3/28/20,visit,,
1167,3/28/20,visit,,
1167,3/28/20,purchase,105800,51842
1167,3/27/20,visit,,
1167,3/28/20,visit,,
1167,3/24/20,visit,,
1167,3/23/20,visit,,
1167,3/25/20,visit,,
1167,3/26/20,visit,,
1167,3/24/20,visit,,
1167,3/28/20,visit,,
1006,3/22/20,visit,,
1006,3/24/20,visit,,
1006,3/25/20,visit,,
1006,3/22/20,visit,,
1006,3/22/20,purchase,189100,136152
1006,3/22/20,visit,,
1048,3/26/20,visit,,
